food,Protein,Fat,Carbohydrates,Dietary Fiber,Vitamin A,Vitamin C,Vitamin D,Zinc,Iron,Calcium,Selenium
english muffin toasted,5.4,1.1,27.4,1.5,0.0,0.9,0.0,0.7,2.4,102.4,0.057
english muffin whole wheat,5.8,1.4,26.7,4.4,0.0,0.0,0.0,1.1,1.6,174.9,0.029
english muffin whole wheat toasted,5.9,1.4,26.9,4.5,0.0,0.0,0.0,1.1,1.6,175.7,0.099
english muffin with butter,4.9,5.8,30.4,0.0,0.089,0.8,0.0,0.4,1.6,102.7,0.092
english muffin with cheese sausage,14.3,22.3,27.3,0.5,0.074,0.0,0.085,1.3,3.4,226.8,0.036
english muffin with egg cheese sausage,22.1,29.9,28.8,0.3,0.1,0.0,0.063,1.7,4.3,277.2,0.064
enoki mushrooms,0.062,0.099,0.2,0.089,0.0,0.095,0.0,0.096,0.099,0.0,10.8
epazote,0.059,0.06,0.094,0.051,0.0,0.026,0.047,0.028,0.067,0.0,5.1
eppaw,4.6,1.8,31.7,0.0,0.0,0.2,13.0,0.052,0.2,0.0,340.0
escarole soup,3.4,4.0,4.0,0.0,0.0,10.0,0.0,5.0,1.7,71.9,0.0
espresso,0.021,0.086,0.5,0.0,0.0,0.099,0.0,0.02,0.049,0.6,0.0
espresso decaffeinated,0.065,0.011,0.5,0.0,0.0,0.026,0.0,0.036,0.087,0.6,0.0
falafel,2.3,3.0,5.4,0.0,0.0,0.01,0.3,0.018,0.002,0.0,99.5
fava beans canned,14.0,0.6,31.8,9.5,0.0,4.6,0.0,1.6,2.6,66.6,0.029
fava beans cooked,12.9,0.7,33.4,9.2,0.0,0.1,0.5,0.058,0.4,0.067,455.6
fava beans raw,39.2,2.3,87.4,37.5,0.0,2.1,0.0,4.7,10.1,154.5,0.016
fennel,2.9,0.5,17.1,7.3,0.0,0.1,28.1,0.025,0.2,0.1,968.8
fennel seeds,0.3,0.3,1.0,0.8,0.0,0.4,0.0,0.042,0.4,23.9,0.0
fenugreek seeds,2.6,0.7,6.5,2.7,0.0,0.3,0.0,0.3,3.7,19.5,0.025
feta cheese,4.3,6.4,1.2,0.0,0.014,0.0,0.06,0.9,0.2,147.9,0.005
figs,0.4,0.2,9.6,1.5,0.0,1.0,0.0,0.06,0.2,17.5,0.083
figs canned,0.1,0.039,3.8,0.6,0.0,0.3,0.0,0.014,0.069,7.6,0.093
figs dried,0.3,0.008,5.4,0.8,0.0,0.1,0.0,0.079,0.2,13.6,0.067
filet o fish mcdonalds,15.1,19.6,35.4,1.9,0.0,0.4,0.0,0.8,2.1,160.8,0.017
filinchen gutena,0.4,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fireweed leaves,1.1,0.6,4.4,2.4,0.0,0.5,0.0,0.6,0.6,98.7,0.068
fish broth,4.9,1.5,1.0,0.0,0.068,0.0,0.0,0.2,0.5,73.2,0.071
fish fillet fried,13.3,11.2,15.4,0.5,0.095,0.0,0.0,0.4,1.9,16.4,0.035
fish sandwich,22.6,27.4,58.7,0.0,0.2,0.2,4.0,0.1,0.2,0.0,453.2
fish sandwich with cheese,15.1,19.6,35.4,0.0,0.0,2.0,0.0,0.8,2.1,160.8,0.0
fish sauce,0.9,0.013,0.7,0.0,0.058,0.012,0.0,0.057,0.1,7.7,0.021
fish sticks,3.1,4.5,6.1,0.4,0.055,0.038,0.0,0.072,0.3,0.089,51.8
fish stock,5.3,1.9,0.0,0.0,0.036,0.2,0.0,0.1,0.019,7.0,0.068
flaxseed oil,0.086,13.6,0.0,0.0,0.0,0.0,0.0,0.086,0.0,0.1,0.0
flaxseeds,1.9,4.3,3.0,2.8,0.0,0.023,0.0,0.4,0.6,26.3,0.05
florida pompano cooked,20.8,10.7,0.0,0.0,0.025,0.0,0.0,0.6,0.6,37.8,0.089
florida pompano raw,20.7,10.6,0.0,0.0,0.091,0.0,0.098,0.8,0.7,24.6,0.025
flounder cooked,19.4,3.0,0.0,0.0,0.047,0.1,0.0,0.049,0.099,0.1,250.2
flounder raw,20.2,3.1,0.0,0.0,0.036,0.0,0.059,0.5,0.3,34.2,0.014
flour tortilla,3.9,3.7,24.1,1.2,0.0,0.0,0.0,0.3,1.6,79.9,0.004
focaccia,5.0,4.5,20.4,1.0,0.0,0.0,0.0,0.8,1.8,20.0,0.016
fondant,0.0,0.009,26.4,0.0,0.0,0.0,0.0,0.037,0.09,0.8,0.045
fontina cheese,27.6,33.6,1.7,0.0,0.3,0.0,0.044,3.8,0.2,594.0,0.052
french beans cooked,12.5,1.3,42.5,16.6,0.0,0.2,2.1,0.041,0.2,0.0,654.9
french beans raw,34.6,3.7,118.0,46.4,0.0,8.5,0.0,3.5,6.3,342.2,0.049
french cruller donut,1.3,7.5,24.4,0.5,0.002,0.0,0.0,0.1,1.0,10.7,0.07
french dressing,0.1,7.2,2.5,0.0,0.0,0.6,0.0,0.084,0.1,3.8,0.0
french dressing fat free,0.01,0.024,5.1,0.4,0.0,0.0,0.0,0.01,0.081,0.8,0.019
french dressing reduced fat,0.072,2.2,4.7,0.2,0.0,0.0,0.0,0.079,0.1,1.8,0.063
french fries,0.2,0.4,2.2,0.2,0.0,1.5,0.0,0.018,0.076,0.8,0.0
french fries burger king,2.4,9.2,28.6,2.1,0.085,0.2,1.6,0.0,0.005,0.083,345.6
french fries deep fried,2.4,10.5,29.4,2.7,0.063,0.3,3.3,0.019,0.038,0.075,411.1
french fries mcdonalds,4.0,18.1,49.8,4.6,0.052,0.4,6.6,0.07,0.1,0.003,697.3
french roll,3.3,1.6,19.1,1.2,0.0,0.0,0.0,0.3,1.0,34.6,0.067
french toast sticks,1.3,3.8,8.9,0.3,0.0,0.0,0.0,0.1,0.4,11.4,0.066
french toast sticks burger king,1.3,3.7,8.7,0.3,0.0,0.0,0.0,0.1,0.4,11.1,0.049
french toast with butter,5.2,9.4,18.0,0.0,0.088,0.004,0.0,0.3,0.9,36.5,0.065
fried rice,6.5,3.2,43.4,1.5,0.076,0.0,0.059,1.1,1.0,19.6,0.062
frijoles with cheese,11.4,7.8,28.7,0.0,0.008,1.5,0.0,1.7,2.2,188.7,0.013
frozen yogurt,5.2,6.3,37.6,0.0,0.013,1.2,0.01,0.5,0.8,174.0,0.005
fruchtcocktail granini,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fructose sweetener,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.082
fruit burrito,2.5,9.5,35.0,0.0,0.0,0.7,0.0,0.4,1.1,15.5,0.024
fruit cocktail canned,1.1,0.053,28.1,2.4,0.0,6.4,0.0,0.2,0.5,19.0,0.075
fruit coffeecake,2.6,5.1,25.8,1.3,0.0,0.4,0.0,0.3,1.2,22.5,0.056
fruit flavored water,0.0,0.0,13.0,0.0,0.05,30.1,0.0,0.8,0.0,40.3,0.0
fruit fried pie,3.8,20.6,54.5,3.3,0.065,1.7,0.0,0.3,1.6,28.2,0.094
fruit granola bar,1.4,0.2,18.6,1.8,0.0,0.4,0.0,0.3,1.0,0.7,0.052
fruit jam,0.0,0.095,13.8,0.2,0.0,1.8,0.0,0.03,0.07,4.0,0.054
fruit juice,0.3,0.1,26.3,0.2,0.0,0.001,50.8,0.089,0.039,0.0,244.0
fruit juice bar,0.9,0.089,15.6,0.8,0.0,7.3,0.0,0.068,0.1,3.9,0.007
fruit leather,0.029,0.4,12.0,0.0,0.0,16.8,0.0,0.014,0.1,4.5,0.034
fruit n yogurt parfait mcdonalds,4.1,1.9,30.9,1.5,0.0,20.7,0.0,0.5,0.7,128.1,0.0
fruit nut squares,0.3,1.3,10.3,0.3,0.0,0.065,0.0,0.034,0.1,2.4,0.068
fruit punch,0.2,0.4,24.4,0.0,0.0,11.2,0.0,0.4,0.5,16.4,0.0
fruit salad canned,1.3,0.008,32.5,2.5,0.0,8.2,0.0,0.3,0.6,27.4,0.0
fruit toaster pastry,2.4,5.6,37.1,0.5,0.2,0.0,0.0,0.2,2.0,5.6,0.03
fruit walnut salad mcdonalds,4.8,13.3,43.8,0.0,0.0,383.6,0.0,0.7,0.9,171.6,0.0
fruit yogurt,6.0,1.7,28.0,0.0,0.006,0.9,0.0,1.0,0.066,207.0,0.026
fruitcake,1.2,3.9,26.5,1.6,0.06,0.2,0.0,0.1,0.9,14.2,0.033
frybread,10.2,18.6,73.4,0.0,0.0,0.0,0.0,0.5,6.1,86.6,0.094
full throttle coca cola,0.6,0.2,29.0,0.0,0.0,0.0,0.0,0.0,0.037,31.2,0.083
fume blanc white wine,0.1,0.0,3.3,15.4,127.9,0.0,0.0,0.0,0.0,0.0,0.0
fusilli cucina,0.0,0.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gamay red wine,0.1,0.0,3.5,14.4,128.6,0.0,0.0,0.0,0.0,0.0,0.0
garden cress cooked,2.6,0.8,5.1,0.9,0.0,31.1,0.0,0.2,1.1,82.4,0.039
garden cress raw,0.2,0.062,0.5,0.063,0.0,0.017,6.2,0.032,0.009,0.04,54.5
garlic,0.2,0.026,0.9,0.064,0.0,0.061,0.9,0.014,0.069,0.003,11.2
garlic bread,3.6,7.1,17.9,1.1,0.067,0.095,0.058,0.4,1.3,11.6,0.052
garlic powder,0.5,0.029,2.3,0.3,0.0,0.093,0.091,0.077,0.003,0.008,37.0
gatorade g2 pepsi,0.069,0.052,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gatto di patate home made,0.0,9.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gazpacho soup,10.7,0.4,6.6,0.7,0.0,10.7,0.0,0.4,1.5,36.9,0.019
gelatin dessert,3.3,0.0,38.3,0.0,0.0,0.0,0.0,0.014,0.094,8.1,0.079
gelatin powder,4.3,0.086,0.0,0.0,0.0,0.0,0.0,0.004,0.099,2.8,0.077
general tsos chicken,69.0,87.5,128.3,4.8,0.081,8.6,0.015,7.0,6.2,64.2,0.065
gewurztraminer white wine,0.1,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ginger ale,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.078,0.024,0.0,2.0
ginger ground,0.2,0.043,1.3,0.3,0.0,0.094,0.0,0.087,0.4,2.1,0.084
ginger root,0.068,0.028,0.4,0.058,0.0,0.1,0.0,0.049,0.061,0.3,0.08
gingerbread,2.9,12.1,36.4,0.0,0.036,0.082,0.0,0.3,2.1,52.5,0.082
gingersnap cookies,0.4,0.7,5.4,0.2,0.0,0.0,0.0,0.06,0.4,5.4,0.079
ginkgo nuts canned,3.5,2.5,34.3,14.4,0.0,14.1,0.0,0.3,0.4,6.2,0.067
ginkgo nuts dried,2.9,0.6,20.5,0.0,0.0,8.3,0.0,0.2,0.5,5.7,0.0
ginkgo nuts raw,1.2,0.5,10.6,0.0,0.0,4.2,0.0,0.079,0.3,0.6,0.0
gjetost cheese,21.9,67.0,96.8,0.0,0.8,0.0,0.0,2.6,1.2,908.0,0.039
glazed donut,0.8,3.0,6.2,0.3,0.098,0.2,0.016,0.031,0.3,13.1,0.056
glucerna abbott,0.0,35.6,120.9,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glutinous white rice cooked,3.5,0.3,36.7,1.7,0.0,0.0,0.0,0.7,0.2,3.5,0.072
glutinous white rice raw,12.6,1.0,151.1,5.2,0.0,0.0,0.0,2.2,3.0,20.4,0.038
goat cheese,6.1,8.4,0.009,0.0,0.1,0.0,0.078,0.2,0.5,84.3,0.005
goat cheese hard,8.6,10.1,0.6,0.0,0.1,0.0,0.044,0.4,0.5,253.3,0.082
goat cheese soft,5.2,6.0,0.0,0.0,0.049,0.0,0.092,0.3,0.5,39.6,0.014
goat meat raw,93.4,10.5,0.0,0.0,0.0,0.0,0.0,18.1,12.8,59.0,0.01
golden delicious apple,0.3,0.2,14.8,2.6,0.0,0.038,0.0,0.0,0.035,0.043,109.0
golden raisins,5.6,0.8,131.2,6.6,0.0,5.3,0.0,0.5,3.0,87.5,0.062
goose fat,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098
goose liver,15.4,4.0,5.9,0.0,8.8,4.2,0.0,2.9,28.7,40.4,0.067
goose meat cooked,35.2,30.7,0.0,0.0,0.081,0.0,0.002,3.7,4.0,18.2,0.047
goose meat raw,259.8,550.7,0.0,0.0,0.3,68.8,0.0,28.2,41.0,196.6,0.2
gooseberries,1.3,0.9,15.3,6.5,0.0,0.1,41.6,0.097,0.1,0.0,297.0
gooseberries canned,1.6,0.5,47.3,6.0,0.0,25.2,0.0,0.3,0.8,40.3,0.069
gouda cheese,7.0,7.7,0.6,0.0,0.053,0.0,0.04,1.1,0.06,196.0,0.05
gourd cooked,1.2,0.6,25.5,5.2,0.0,0.2,10.1,0.021,0.2,0.03,806.3
gourd raw,1.1,0.2,4.1,1.0,0.0,0.022,11.4,0.032,0.016,0.047,132.1
graham cracker pie crust,9.3,45.4,117.7,3.5,0.0,0.0,0.0,2.3,4.8,53.1,0.039
graham crackers,5.8,8.5,64.5,2.4,0.0,0.0,0.0,0.7,3.1,20.2,0.098
granola,8.2,14.6,32.3,5.3,0.008,0.7,0.0,2.5,2.4,45.6,0.087
granola bar,2.1,4.2,13.5,1.1,0.0,0.2,0.0,0.4,0.6,12.8,0.027
granola bites,0.4,0.9,3.3,0.3,0.0,0.086,0.044,0.016,0.074,0.015,14.3
granulated sugar,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.05,0.01,0.027,0.093
grape apple salad with walnuts,3.5,8.2,25.6,3.6,0.069,7.8,0.0,0.6,0.5,70.1,0.016
grape juice,0.9,0.3,37.4,0.5,0.0,0.3,0.0,0.2,0.6,27.8,0.0
grape leaves,0.8,0.3,2.4,1.5,0.0,1.6,0.0,0.007,0.4,50.8,0.092
grape leaves canned,1.2,0.6,3.3,2.8,0.0,3.2,0.0,0.1,0.8,81.8,0.044
grape soda,0.0,0.0,41.7,0.0,0.0,0.0,0.0,0.3,0.3,11.2,0.0
grapefruit,1.0,0.2,13.3,2.0,0.0,0.027,39.0,0.032,0.087,0.0,168.8
grapefruit canned,1.4,0.2,22.3,1.0,0.0,53.2,0.0,0.2,1.0,36.6,0.049
grapefruit juice,1.2,0.2,22.7,0.0,0.0,0.1,93.9,0.0,0.004,0.0,400.1
grapes,0.045,0.044,0.9,0.087,0.0,0.2,0.0,0.011,0.012,0.5,0.059
grapes canned,1.2,0.3,25.2,1.5,0.0,2.5,0.0,0.1,2.4,24.5,0.028
grapeseed oil,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gravy dry,3.3,2.0,14.5,0.0,0.0,1.8,0.0,0.4,0.3,37.5,0.091
greek yogurt,17.3,0.7,6.1,0.0,0.035,0.0,0.0,0.9,0.1,187.0,0.032
green chili pepper,0.9,0.097,4.3,0.7,0.0,0.1,109.1,0.055,0.059,0.017,153.0
green goddess dressing,0.3,6.5,1.1,0.094,0.052,0.037,0.0,0.081,0.067,5.1,0.002
green lettuce,2.0,0.2,4.3,2.0,0.0,0.1,13.8,0.086,0.012,0.2,291.0
green olives pickled,0.073,0.4,0.1,0.057,0.0,0.012,0.0,0.017,0.071,0.072,1.1
green pea soup,16.7,5.7,51.7,10.0,0.067,3.3,0.0,3.3,3.8,53.8,0.099
green peppers canned,0.7,0.074,3.7,0.9,0.0,49.6,0.0,0.1,0.4,5.1,0.034
green soybean cooked,11.1,5.8,9.9,3.8,0.0,0.007,15.3,0.0,0.1,0.0,485.1
green soybean raw,33.2,17.4,28.3,10.8,0.0,74.2,0.0,2.5,9.1,504.3,0.081
green tomato,2.2,0.4,9.3,2.0,0.0,42.6,0.0,0.1,0.9,23.7,0.051
green turtle raw,5.6,0.1,0.0,0.0,0.089,0.0,0.0,0.3,0.4,33.4,0.035
greenland halibut cooked,58.6,56.4,0.0,0.0,0.093,0.0,0.0,1.6,2.7,12.7,0.1
greenland halibut raw,58.6,56.5,0.0,0.0,0.009,0.0,0.1,1.6,2.7,12.2,0.1
grenadine,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.066,0.011,1.2,0.051
grilled chicken sandwich wendys,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ground beef cooked,35.5,24.8,0.0,0.0,1.6,0.6,0.0,0.081,0.1,0.052,455.9
ground beef raw,65.1,136.1,0.0,0.0,0.0,0.0,0.0,16.2,7.4,108.9,0.001
ground bison cooked,63.6,21.6,0.0,0.0,0.0,0.0,0.0,13.4,8.0,35.0,0.006
ground bison raw,17.2,6.1,0.099,0.0,0.0,0.0,0.0,3.9,2.4,9.4,0.014
ground chicken cooked,58.4,27.4,0.0,0.0,0.2,1.4,0.0,0.047,0.2,0.044,1699.3
ground emu cooked,31.0,5.1,0.0,0.0,0.2,0.9,0.0,0.044,0.3,0.044,408.8
ground emu raw,26.6,4.7,0.0,0.0,0.0,0.0,0.0,4.1,4.7,8.2,0.061
ground lamb cooked,77.5,61.5,0.0,0.0,0.0,0.0,0.079,14.6,5.6,68.9,0.024
ground lamb raw,4.7,6.6,0.0,0.0,0.0,0.0,0.028,1.0,0.4,4.5,0.07
ground ostrich cooked,24.3,6.6,0.0,0.0,0.2,0.5,0.0,0.033,0.1,0.0,300.4
ground ostrich raw,22.0,9.5,0.0,0.0,0.0,0.0,0.0,3.8,3.2,7.6,0.067
ground pork cooked,80.4,65.0,0.0,0.0,0.01,2.2,0.066,10.0,4.0,68.9,0.1
ground pork raw,21.1,26.5,0.0,0.0,0.034,0.9,0.0,2.8,1.1,17.5,0.039
ground turkey raw,22.4,8.7,0.0,0.0,0.041,0.0,0.086,2.7,1.2,21.7,0.025
ground veal cooked,72.9,22.6,0.0,0.0,0.0,0.0,0.0,11.6,3.0,50.8,0.011
ground veal raw,5.5,1.9,0.0,0.0,0.0,0.0,0.0,0.9,0.2,4.2,0.076
groundcherries,2.7,1.0,15.7,0.0,0.0,15.4,0.0,0.0,1.4,12.6,0.0
grouper cooked,50.2,2.6,0.0,0.0,0.1,0.0,0.0,1.0,2.3,42.4,0.088
grouper raw,50.2,2.6,0.0,0.0,0.1,0.0,0.0,1.2,2.3,69.9,0.059
gruyere cheese,8.3,9.1,0.1,0.0,0.061,0.0,0.034,1.1,0.094,283.1,0.079
guanabana nectar,0.3,0.4,37.5,0.3,0.0,27.9,0.0,0.011,0.9,17.6,0.067
guava,1.4,0.5,7.9,3.0,0.0,0.069,125.6,0.078,0.1,0.019,229.4
guava nectar,0.2,0.2,40.8,2.5,0.0,0.057,53.0,0.0,0.055,0.087,97.9
guava sauce cooked,0.8,0.3,22.6,8.6,0.0,348.4,0.0,0.4,0.4,16.7,0.044
gum drops,0.0,0.042,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058
gushers fruit gushers,0.0,6.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haddock cooked,30.0,0.8,0.0,0.0,0.012,0.0,0.064,0.6,0.3,21.0,0.055
haddock raw,31.5,0.9,0.0,0.0,0.098,0.0,0.025,0.6,0.3,21.2,0.025
haddock smoked,7.1,0.3,0.0,0.0,0.087,0.0,0.074,0.1,0.4,13.9,0.063
halavah,8.7,15.1,42.3,3.2,0.0,0.097,0.0,3.0,3.2,23.1,0.036
halibut cooked,71.7,5.1,0.0,0.0,0.043,2.0,0.0,0.2,0.095,0.0,1679.0
halibut raw,75.7,5.4,0.0,0.0,0.072,0.0,0.031,1.5,0.7,28.6,0.2
ham,4.6,2.5,1.0,0.4,0.0,1.1,0.08,0.4,0.3,6.7,0.063
ham and cheese spread,2.4,2.8,0.3,0.0,0.03,0.0,0.0,0.3,0.1,32.6,0.065
ham cheese roll,3.8,5.2,1.1,0.0,0.0,0.0,0.061,0.6,0.3,16.2,0.018
ham cheese sandwich,20.7,15.5,33.3,0.0,0.019,2.8,0.0,1.4,3.2,129.9,0.078
ham egg cheese sandwich,19.2,16.3,30.9,0.0,0.2,2.7,0.0,2.0,3.1,211.6,0.067
ham extra lean,5.1,2.3,0.6,0.0,0.0,0.0,0.094,0.6,0.3,2.0,0.041
ham patties,8.3,18.3,1.1,0.0,0.0,0.0,0.0,1.0,0.7,5.2,0.075
ham patties grilled,8.0,18.5,1.0,0.0,0.0,0.0,0.056,1.1,1.0,5.4,0.028
ham raw,23.8,18.2,0.046,0.0,0.0,0.0,0.054,2.3,1.2,8.4,0.065
ham roasted,28.7,21.3,0.6,0.0,0.0,19.6,0.0,3.5,1.9,11.2,0.053
ham salad,3.9,7.0,4.8,0.0,0.0,0.0,0.012,0.5,0.3,3.6,0.059
ham steak,11.1,2.4,0.0,0.0,0.0,18.4,0.0,1.2,0.6,2.3,0.068
hamburger,12.9,9.9,28.7,1.7,0.4,0.1,0.3,0.017,0.027,0.068,191.1
hamburger burger king,14.7,10.4,26.5,2.0,0.5,0.056,0.2,0.055,0.1,0.049,214.8
hamburger mcdonalds,12.3,9.6,28.8,1.2,0.4,0.0,0.6,0.066,0.049,0.0,182.4
hand breaded chicken tenders carls jr,0.0,2.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hanfprotein pulver rohkostqualitat veganz,0.0,3.1,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard candy,0.0,0.067,5.9,0.0,0.0,0.0,0.0,0.059,0.038,0.2,0.052
hash brown potato,1.4,9.0,15.3,1.4,0.041,0.068,2.9,0.043,0.004,0.069,188.2
hazelnut oil,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hazelnuts blanched,3.9,17.3,4.8,3.1,0.0,0.6,0.0,0.6,0.9,42.2,0.015
hazelnuts raw,11.2,45.6,12.5,7.3,0.0,4.7,0.0,1.8,3.5,85.5,0.012
hazelnuts roasted,4.5,18.7,5.3,2.8,0.0,1.1,0.0,0.8,1.3,36.9,0.061
hearts of palm,0.8,0.2,1.5,0.8,0.0,2.6,0.0,0.4,1.0,19.1,0.09
heidelbeeren jutro,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
herb tea,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.006,0.2,4.0,0.0
herring cooked,32.9,16.6,0.0,0.0,0.076,1.0,0.0,1.8,2.0,105.8,0.066
herring fish oil,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
herring kippered,9.8,4.9,0.0,0.0,0.005,0.4,0.004,0.5,0.6,33.6,0.053
herring raw,33.0,16.6,0.0,0.0,0.027,1.3,0.005,1.8,2.0,104.9,0.022
hibiscus tea,0.9,1.3,14.8,0.6,0.0,36.8,0.0,0.2,17.3,2.0,0.0
hickorynuts dried,15.3,77.2,21.9,7.7,0.0,2.4,0.0,5.2,2.5,73.2,0.038
high protein bread dr zaks,0.0,3.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoisin sauce,0.5,0.5,7.1,0.4,0.0,0.097,0.0,0.022,0.2,5.1,0.058
hominy canned,2.4,1.5,23.5,4.1,0.0,0.0,0.0,1.7,1.0,16.5,0.03
honey,0.08,0.0,17.3,0.025,0.0,0.1,0.0,0.008,0.017,1.3,0.021
honey cereali general mills,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
honey loaf,9.9,3.6,2.6,0.0,0.0,0.0,0.021,1.8,0.6,30.8,0.038
honey mustard dressing,0.1,6.1,3.5,0.057,0.082,0.006,0.092,0.044,0.07,1.8,0.001
honey mustard dressing fat free,0.2,0.2,5.8,0.2,0.01,0.3,0.0,0.061,0.053,3.6,0.096
honey smoked ham cooked,9.9,1.3,4.0,0.0,0.0,0.3,0.0,0.5,0.2,3.3,0.099
honeydew melon,1.0,0.2,16.1,1.4,0.0,31.9,0.0,0.2,0.3,10.6,0.099
horchata,0.1,0.2,3.3,0.0,0.0,0.0,0.0,0.058,0.057,5.1,0.005
horned melon kiwano,3.7,2.6,15.8,0.0,0.0,11.1,0.0,1.0,2.4,27.2,0.0
horseradish,0.003,0.085,0.6,0.2,0.0,0.081,1.2,0.016,0.052,0.027,12.3
hot chile pepper dried,0.054,0.054,0.3,0.1,0.0,0.2,0.0,0.059,0.062,0.2,0.043
hot sour soup,6.0,2.8,10.1,1.2,0.088,0.0,0.017,0.5,1.5,44.3,0.084
hotcakes mcdonalds,3.0,2.9,19.0,0.7,0.0,0.0,0.0,0.2,0.9,41.7,0.0
hotcakes sausage mcdonalds,15.5,34.9,102.4,2.1,0.0,0.0,0.0,1.3,3.2,134.6,0.0
hotcakes with syrup mcdonalds,9.0,17.8,101.8,2.0,0.0,0.0,0.0,0.6,2.8,126.0,0.0
hotdog,16.4,23.0,28.5,0.0,0.0,0.2,0.0,3.1,3.7,37.2,0.09
hotdog roll,4.1,1.6,21.1,0.8,0.004,0.048,0.5,0.087,0.095,0.008,51.2
hotdog with chili,13.5,13.4,31.3,0.0,0.0,2.7,0.0,0.8,3.3,19.4,0.038
hubbard squash cooked,2.8,0.7,12.3,5.5,0.0,0.2,12.4,0.053,0.095,0.029,406.6
hubbard squash raw,2.3,0.6,10.1,4.5,0.0,0.2,12.8,0.02,0.033,0.086,371.2
hummus,12.0,21.1,49.5,9.8,0.0,19.4,0.0,2.7,3.8,120.5,0.038
hungarian pepper,0.2,0.1,1.8,0.3,0.0,25.1,0.0,0.047,0.1,3.2,0.058
hushpuppies,11.7,20.5,69.9,4.3,0.074,0.3,0.0,1.0,4.6,422.6,0.078
hyacinth beans cooked,15.8,1.1,40.2,0.0,134.1,0.014,0.0,0.021,0.7,0.0,653.8
hyacinth beans raw,50.2,3.5,127.6,53.8,0.0,0.0,0.0,19.5,10.7,273.0,0.062
ice tea lemon flavor nestle,0.0,0.0,22.3,0.0,0.0,0.0,0.0,0.1,0.0,7.4,0.0
iceberg lettuce,0.5,0.045,1.7,0.7,0.0,0.042,1.6,0.007,0.033,0.079,80.4
indian squash cooked,0.7,0.4,7.6,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instant cappuccino powder,0.4,0.7,11.2,0.2,0.0,0.1,0.0,0.058,0.036,17.3,0.064
instant coffee powder,12.2,0.5,75.4,0.0,0.0,0.0,0.0,0.4,4.4,141.0,0.024
instant coffee powder decaffeinated,0.2,0.069,1.4,0.0,0.0,0.0,0.0,0.004,0.056,2.5,0.015
instant coffee with water,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.013,0.015,7.2,0.054
instant coffee with water decaffeinated,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.053,0.042,7.2,0.02
instant lemon tea,0.1,0.0,0.3,0.0,0.0,0.009,0.0,0.0,0.026,0.0,36.0
instant lemon tea sweetened,0.071,0.2,22.3,0.3,0.0,0.0,0.0,0.048,0.0,5.2,0.017
instant white rice cooked,3.6,0.8,41.4,1.0,0.0,0.0,0.0,0.8,2.9,13.2,0.006
instant white rice raw,7.4,0.9,78.2,1.8,0.0,0.0,0.0,1.4,6.0,20.9,0.011
irishmoss,0.037,0.049,0.6,0.082,0.0,0.2,0.0,0.052,0.4,3.6,0.098
italian dressing,0.032,3.1,1.8,0.0,0.083,0.011,0.025,0.055,0.063,0.059,12.3
italian dressing fat free,0.1,0.1,1.2,0.077,0.0,0.026,0.0,0.059,0.036,4.2,0.096
italian salami,2.2,3.7,0.1,0.0,0.0,0.0,0.0,0.4,0.2,1.0,0.035
jackfruit,0.6,0.2,8.1,0.5,0.0,0.1,4.8,0.0,0.071,0.0,156.8
jalapeno pepper,0.1,0.002,0.9,0.4,0.0,0.079,16.6,0.069,0.045,0.011,34.7
